show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genre
s1081,Movie,Ready to Run,Duwayne Dunham,"Krissy Perez, Jason Dohring, Lillian Hurst, Jon Brazier, Nestor Serrano, Theresa Saldana","United States, New Zealand","November 12, 2019",2000,TV-G,89 min,"Animals & Nature, Coming of Age, Family"
s1082,Movie,Recess: All Growed Down,"Howy Parkins, Chuck Sheetz","Rickey Collins, Jason Davis, Ashley Johnson, Myles Jeffrey, Andrew Lawrence, Ross Malinger",United States,"November 12, 2019",2003,G,61 min,"Animation, Comedy, Family"
s1083,Movie,Recess: School's Out,Chuck Sheetz,"Rickey Collins, Jason Davis, Ashely Johnson, Andy Lawrence, Courtland Mead, Pam Segall","United States, Japan","November 12, 2019",2001,G,87 min,"Animation, Comedy, Family"
s1084,Movie,Recess: Taking the 5th Grade,Howy Parkins,"Rickey Collins, Jason Davis, Myles Jeffrey, Ashley Johnson, Courtland Mead, Pamela Adlon",United States,"November 12, 2019",2003,G,63 min,"Animation, Comedy, Family"
s1085,Movie,Red's Dream,John Lasseter,,United States,"November 12, 2019",1987,TV-G,4 min,"Animation, Drama, Family"
s1086,Movie,Remember the Titans,Boaz Yakin,"Denzel Washington, Will Patton, Donald Faison, Wood Harris, Ryan Hurst, Ethan Suplee",United States,"November 12, 2019",2000,PG,114 min,"Drama, Historical, Sports"
s1087,Movie,Rescue Dog,Charles Nichols,,United States,"November 12, 2019",1947,TV-G,7 min,"Animation, Comedy, Family"
s1088,Movie,Return from Witch Mountain,John Hough,"Bette Davis, Christopher Lee, Kim Richards, Ike Eisenmann, Jack Soo, Anthony James",United States,"November 12, 2019",1978,G,94 min,"Action-Adventure, Family, Science Fiction"
s1089,Movie,Return to Halloweentown,David Jackson,"Sara Paxton, Judith Hoag, Lucas Grabeel, J. Zimmerman, Kristy Wu, Keone Young",United States,"November 12, 2019",2006,TV-PG,89 min,"Family, Fantasy"
s1090,Movie,Return to Oz,Walter Murch,"Nicol Williamson, Jean Marsh, Piper Laurie, Matt Clark, Fairuza Balk, Michael Sundin","United Kingdom, United States","November 12, 2019",1985,PG,110 min,"Action-Adventure, Family, Fantasy"
s1091,Movie,Richie Rich's Christmas Wish,John Murlowski,"David Gallagher, Eugene Levy, Keene Curtis, Jake Richardson, Martin Mull, Lesley Warren",United States,"November 12, 2019",1998,G,85 min,"Action-Adventure, Comedy, Family"
s1092,Movie,Right on Track,Duwayne Dunham,"Beverley Mitchell, Brie Larson, Marcus Toji, Jodi Russell, Jon Lindstrom, Ruby O'Neil",United States,"November 12, 2019",2003,TV-G,88 min,"Buddy, Family, Sports"
s1093,Movie,Riley’s First Date?,Josh Cooley,"Lori Alan, Carlos Alazraqui, Lewis Black, Josh Cooley, Ben Cox, Kaitlyn Dias",United States,"November 12, 2019",2015,G,8 min,"Animation, Comedy, Coming of Age"
s1094,Movie,Rip Girls,Joyce Chopra,"Camilla Belle, Dwier Brown, Stacie Hess, Brian Stark, Jeanne Mori, Lauren Sinclair","Australia, United States","November 12, 2019",2000,TV-G,87 min,"Coming of Age, Drama"
s1095,Movie,Robin Hood,Wolfgang Reitherman,"Roger Miller, Peter Ustinov, Terry-Thomas , Brian Bedford, Monica Evans, Phil Harris",United States,"November 12, 2019",1973,G,85 min,"Action-Adventure, Animation, Family"
s1096,TV Show,Rocky Mountain Animal Rescue,,Chopper Bernet,United States,"November 12, 2019",2018,TV-PG,1 Season,"Animals & Nature, Docuseries, Family"
s1097,Movie,Rogue One: A Star Wars Story,Gareth Edwards,"Felicity Jones, Diego Luna, Ben Mendelsohn, Donnie Yen, Mads Mikkelsen, Alan Tudyk",United States,"November 12, 2019",2016,PG-13,134 min,"Action-Adventure, Science Fiction"
s1098,Movie,Roving Mars,George Butler,"Paul Newman, Steve Squyres, Rob Manning, Dr. Elachi, Wayne Lee",United States,"November 12, 2019",2006,G,41 min,"Documentary, Family"
s1099,Movie,Ruby Bridges,Euzhan Palcy,"Penelope Miller, Kevin Pollak, Michael Beach, Jean Kelly, Peter James, Patrika Darbo",United States,"November 12, 2019",1998,TV-PG,90 min,"Biographical, Drama, Historical"
s1100,Movie,Sacred Planet,Jon Long,"Robert Redford, Arapata McKay, Tsaan Ciqae, Mae Tui, Cy Peck Jr., Mutang Urud","Canada, Malaysia, United States","November 12, 2019",2004,G,47 min,"Animals & Nature, Documentary, Family"
s1101,Movie,Saludos Amigos,"Bill Roberts, Jack Kinney, Ham Luske",Fred Shields,United States,"November 12, 2019",1943,TV-PG,42 min,"Animation, Comedy, Family"
s1102,Movie,"Sammy, The Way-Out Seal",Norman Tokar,"Jack Carson, Robert Culp, Patricia Barry, Elisabeth Fraser, Michael McGreevey, Billy Mummy",United States,"November 12, 2019",1962,TV-G,43 min,"Animals & Nature, Comedy, Family"
s1103,Movie,Sanjay's Super Team,Sanjay Patel,"Brenton Schraff, Sunny Attar, Arun Rao, Jaquelynn Herrera",United States,"November 12, 2019",2015,PG,7 min,"Action-Adventure, Animation, Family"
s1104,Movie,Santa Paws 2: The Santa Pups,Robert Vince,"Cheryl Ladd, George Newbern, Pat Finn, Danny Woodburn, Obba Babatunde, Paul Rae",United States,"November 12, 2019",2012,G,92 min,"Fantasy, Musical"
s1105,Movie,Santa's Workshop,Wilfred Jackson,,United States,"November 12, 2019",1932,TV-G,7 min,"Animation, Family, Fantasy"
s1106,Movie,Saving Mr. Banks,John Hancock,"Emma Thompson, Tom Hanks, Colin Farrell, Paul Giamatti, Jason Schwartzman, Bradley Whitford","United States, United Kingdom, Australia","November 12, 2019",2013,PG-13,129 min,"Biographical, Drama, Historical"
s1107,Movie,Science Fair,"Cristina Costantini, Darren Foster","Anjali Chadha, Ryan Folz, Harsha Paladugu, Abraham Riedel-Mishaan, Kashfia Rahman, Ivo Zell",United States,"November 12, 2019",2018,PG,91 min,"Documentary, Family"
s1108,Movie,Sea of Hope: America's Underwater Treasures,Robert Nixon,Max Kennedy,United States,"November 12, 2019",2017,TV-PG,47 min,"Action-Adventure, Animals & Nature, Documentary"
s1109,Movie,Secret of The Wings,Peggy Holmes,"Mae Whitman, Lucy Hale, Timothy Dalton, Jeff Bennett, Lucy Liu, Raven-Symoné","United States, India, United Kingdom","November 12, 2019",2012,G,79 min,"Animation, Fantasy, Kids"
s1110,Movie,Secretariat,Randall Wallace,"Diane Lane, John Malkovich, Dylan Walsh, James Cromwell, Kevin Connolly, Nelsan Ellis",United States,"November 12, 2019",2010,PG,124 min,"Animals & Nature, Biographical, Drama"
s1111,Movie,Secrets of Christ's Tomb: Explorer Special,Bob Strange,,United States,"November 12, 2019",2017,TV-PG,47 min,"Documentary, Historical"
s1112,Movie,Secrets of Life,James Algar,Winston Hibler,United States,"November 12, 2019",1956,TV-PG,70 min,"Animals & Nature, Documentary, Family"
s1113,Movie,Secrets of the King Cobra,,Andre Braugher,India,"November 12, 2019",2012,TV-PG,47 min,"Animals & Nature, Documentary"
s1114,TV Show,Shake It Up,,"Bella Thorne, Zendaya , Davis Cleveland, Roshon Fegan, Adam Irigoyen, Kenton Duty",United States,"November 12, 2019",2010,TV-G,3 Seasons,"Buddy, Comedy, Coming of Age"
s1115,Movie,Sharks of Lost Island,,Chris McLinden,United States,"November 12, 2019",2013,TV-PG,45 min,"Action-Adventure, Animals & Nature, Documentary"
s1116,Movie,Sharpay's Fabulous Adventure,Michael Lembeck,"Ashley Tisdale, Austin Butler, Cameron Goodman, Bradley Perry, Alec Mapa, Jack Plotnick",United States,"November 12, 2019",2011,TV-G,92 min,"Comedy, Coming of Age, Music"
s1117,Movie,Shipwrecked,Nils Gaup,"Stian Smestad, Trond Peter Munch, Louisa Haigh, Gabriel Byrne, Bjørn Sundquist, Eva von Hanno","Norway, Sweden, United States","November 12, 2019",1991,PG,93 min,"Action-Adventure, Coming of Age, Family"
s1118,TV Show,Silver Surfer,,"Paul Essiembre, James Blendick, Robert Bockstael, Jennifer Daley, Colin Fox","United States, Canada","November 12, 2019",1997,TV-Y7,1 Season,"Action-Adventure, Animation, Kids"
s1119,Movie,Simpsons Movie,David Silverman,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Harry Shearer, Hank Azaria",United States,"November 12, 2019",2007,PG-13,88 min,"Action-Adventure, Animation, Comedy"
s1120,Movie,Sister Act,Emile Ardolino,"Whoopi Goldberg, Maggie Smith, Harvey Keitel, Bill Nunn, Mary Wickes, Kathy Najimy",United States,"November 12, 2019",1992,PG,101 min,"Comedy, Crime, Family"
s1121,Movie,Sister Act 2: Back in the Habit,Bill Duke,"Whoopi Goldberg, Kathy Najimy, Barnard Hughes, Mary Wickes, James Coburn, Michael Jeter",United States,"November 12, 2019",1993,PG,108 min,"Comedy, Family, Music"
s1122,Movie,Skyrunners,Ralph Hemecker,"Kelly Blatz, Joey Pollari, Conrad Coates, Jacqueline Wood, Nathan Stephenson, Kerry Laifatt",United States,"November 12, 2019",2009,TV-PG,93 min,"Action-Adventure, Science Fiction"
s1123,Movie,Sleeping Beauty,Clyde Geronimi,"Mary Costa, Eleanor Audley, Barbara Luddy, Taylor Holmes, Bill Shirley, Verna Felton",United States,"November 12, 2019",1959,G,77 min,"Animation, Family, Fantasy"
s1124,Movie,Smart House,LeVar Burton,"Ryan Merriman, Kevin Kilner, Jessica Steen, Katie Volding, Katey Sagal, Emilio Borelli",United States,"November 12, 2019",1999,TV-G,82 min,"Comedy, Coming of Age, Drama"
s1125,Movie,Smash and Grab,Brian Larsen,,United States,"November 12, 2019",2019,PG,8 min,"Animation, Buddy, Family"
s1126,Movie,Snow White and The Seven Dwarfs,David Hand,"Adriana Caselotti, Harry Stockwell, Lucille LaVerne, Moroni Olsen, Billy Gilbert, Pinto Colvig",United States,"November 12, 2019",1937,G,84 min,"Animation, Family, Fantasy"
s1127,Movie,Snowball Express,Norman Tokar,"Dean Jones, Nancy Olson, Harry Morgan, Keenan Wynn, Johnny Whitaker, Michael McGreevy",United States,"November 12, 2019",1972,G,94 min,"Comedy, Family, Sports"
s1128,Movie,Snowglobe,Ron Lagomarsino,"Christina Milian, Erin Karpluk, Hilda Doherty, Jason Schombing, James Kot, Andrew Krivanek",United States,"November 12, 2019",2007,TV-PG,90 min,"Comedy, Family, Fantasy"
s1129,TV Show,So Weird,,"Cara DeLizia, Patrick Levis, Erik von Detten, Belinda Metz, Dave Ward, Mackenzie Phillips",Canada,"November 12, 2019",1999,TV-Y7,3 Seasons,"Fantasy, Kids, Mystery"
s1130,Movie,Society Dog Show,Bill Roberts,"Pinto Colvig, Walt Disney",United States,"November 12, 2019",1939,TV-G,9 min,"Animation, Comedy, Family"
s1131,TV Show,Spider-Man (Shorts),,,,"November 12, 2019",2016,TV-Y7,1 Season,"Action-Adventure, Animation, Kids"
s1132,TV Show,Spider-Man and His Amazing Friends,,"Hans Conried, Jerry Dexter, George DiCenzo, Alan Dinehart, Walker Edminston, Michael Evans",United States,"November 12, 2019",1982,TV-Y7,1 Season,"Action-Adventure, Animation, Kids"
s1133,TV Show,Spider-Man Unlimited,,"Rino Romano, Kathleen Barr, Jim Byrnes, Garry Chalk, Paul Dobson","United States, Canada","November 12, 2019",1999,TV-Y7,1 Season,"Action-Adventure, Animation, Kids"
s1134,TV Show,Spider-Woman,,"Joan Ark, Bruce Miller, Bryan Scott, Lou Krugman, Dick Tufeld",United States,"November 12, 2019",1979,TV-Y7,1 Season,"Action-Adventure, Animation, Kids"
s1135,TV Show,Star Wars Forces of Destiny (Shorts),,"Ashley Eckstein, Matt Lanter, C1-10P a.k.a. ""Chopper"" , John Boyega, Vanessa Marshall, Felicity Jones",United States,"November 12, 2019",2016,TV-Y7,2 Seasons,"Action-Adventure, Animation, Anthology"
s1136,TV Show,Star Wars Rebels,,"Taylor Gray, Vanessa Marshall, Freddie Prinze Jr., Tiya Sircar, Steve Blum, C1-10P a.k.a. ""Chopper""",United States,"November 12, 2019",2014,TV-Y7,4 Seasons,"Action-Adventure, Animation, Kids"
s1137,TV Show,Star Wars Rebels (Shorts),,,,"November 12, 2019",2014,TV-Y7,1 Season,"Action-Adventure, Animation, Kids"
s1138,Movie,Star Wars: A New Hope (Episode IV),George Lucas,"Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness, Anthony Daniels",United States,"November 12, 2019",1977,PG,125 min,"Action-Adventure, Science Fiction"
s1139,Movie,Star Wars: Attack of the Clones (Episode II),George Lucas,"Ewan McGregor, Natalie Portman, Hayden Christensen, Frank Oz, Ian McDiarmid, Pernilla August",United States,"November 12, 2019",2002,PG,143 min,"Action-Adventure, Science Fiction"
s1140,TV Show,Star Wars: Blips,,,United States,"November 12, 2019",2019,TV-Y7-FV,1 Season,Series
s1141,Movie,Star Wars: Return of the Jedi (Episode VI),Richard Marquand,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Williams, Anthony Daniels, Peter Mayhew",United States,"November 12, 2019",1983,PG,135 min,"Action-Adventure, Science Fiction"
s1142,Movie,Star Wars: Revenge of the Sith (Episode III),George Lucas,"Ewan McGregor, Natalie Portman, Hayden Christensen, Ian McDiarmid, Frank Oz, Jimmy Smits",United States,"November 12, 2019",2005,PG-13,140 min,"Action-Adventure, Science Fiction"
s1143,Movie,Star Wars: The Empire Strikes Back (Episode V),Irvin Kershner,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Williams, Anthony Daniels, David Prowse",United States,"November 12, 2019",1980,PG,127 min,"Action-Adventure, Science Fiction"
s1144,Movie,Star Wars: The Force Awakens (Episode VII),J.J. Abrams,"Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega",United States,"November 12, 2019",2015,PG-13,139 min,"Action-Adventure, Science Fiction"
s1145,Movie,Star Wars: The Phantom Menace (Episode I),George Lucas,"Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd, Pernilla August, Frank Oz",United States,"November 12, 2019",1999,PG,136 min,"Action-Adventure, Science Fiction"
s1146,Movie,Starstruck,Michael Grossman,"Sterling Knight, Danielle Campbell, Maggie Castle, Brandon Smith, Chelsea Staub, Beth Littleford",United States,"November 12, 2019",2010,TV-G,81 min,"Comedy, Coming of Age, Music"
s1147,Movie,Steamboat Willie,"Walt Disney, Ub Iwerks",Walt Disney,United States,"November 12, 2019",1928,TV-Y7,8 min,"Animation, Family, Kids"
s1148,Movie,Stepsister from Planet Weird,Steve Boyum,"Courtnee Draper, Tamara Hope, Lance Guest, Khrystyne Haje, Vanessa Chester, Myles Jeffrey",United States,"November 12, 2019",2000,TV-G,86 min,"Comedy, Family, Science Fiction"
s1149,Movie,Stitch! The Movie,"Tony Craig, Bobs Gannaway","Daveigh Chase, Chris Sanders, Tia Carrere, David Stiers, Kevin McDonald, Ving Rhames",United States,"November 12, 2019",2003,G,62 min,"Animation, Comedy, Family"
s1150,Movie,Stonehenge Decoded: Secrets Revealed,Christopher Spencer,Craig Sechler,United Kingdom,"November 12, 2019",2008,TV-PG,44 min,Documentary
s1151,Movie,Stuck in the Suburbs,Savage Holland,"Danielle Panabaker, Brenda Song, Amanda Shaw, CiCi Hedgepeth, Jennie Garland, Ryan Belleville",United States,"November 12, 2019",2004,TV-G,79 min,"Comedy, Coming of Age, Music"
s1152,Movie,Sultan and the Rock Star,Ed Abroms,"Timothy Hutton, Ken Swofford, Bruce Glover, Ned Romero, Richard Paul, Pat Delany",United States,"November 12, 2019",1980,TV-PG,47 min,"Action-Adventure, Animals & Nature, Family"
s1153,Movie,Super Buddies,Robert Vince,"Jeremy Shinder, Tenzing Trainor, Ty Panitz, G. Hannelius, Cooper Roth, Colin Hanks",United States,"November 12, 2019",2013,G,83 min,"Action-Adventure, Comedy, Family"
s1154,Movie,Swiss Family Robinson,Edward Ludwig,"Thomas Mitchell, Edna Best, Freddie Bartholomew, Terry Kilburn, Tim Holt, Baby Quillan",United States,"November 12, 2019",1940,PG,94 min,"Action-Adventure, Family, Survival"
s1155,TV Show,TaleSpin,,"Charlie Adler, Jim Cummings, Ed Gilbert, Chuck McCann, Alan Roberts, Sally Struthers",United States,"November 12, 2019",1990,TV-G,1 Season,"Action-Adventure, Animation, Kids"
s1156,Movie,Tall Tale,Jeremiah Chechik,"Scott Glenn, Oliver Platt, Nick Stahl, Stephen Lang, Roger Brown, Jared Harris",United States,"November 12, 2019",1995,PG,97 min,"Action-Adventure, Western"
s1157,Movie,Tangled,"Nathan Greno, Byron Howard","Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman, M.C. Gainey, Jeffrey Tambor",United States,"November 12, 2019",2010,PG,101 min,"Action-Adventure, Animation, Family"
s1158,Movie,Tangled Before Ever After,"Tom Caulfield, Stephen Sandoval","Zachary Levi, Mandy Moore, Eden Espinosa, Clancy Brown, Julie Bowen, Laura Benanti",United States,"November 12, 2019",2017,TV-Y7,58 min,"Animation, Coming of Age, Fantasy"
s1159,Movie,Tarzan & Jane,Steve Loter,"Michael Weiss, Olivia d'Abo, Rene Auberjonois, Jeff Bennett, Jim Cummings, Grey DeLisle",United States,"November 12, 2019",2002,TV-PG,78 min,"Action-Adventure, Animation"
s1160,Movie,Teacher's Pet,Timothy Björklund,"Nathan Lane, Kelsey Grammer, Shaun Fleming, Debra Rupp, David Stiers, Jerry Stiller",United States,"November 12, 2019",2004,PG,75 min,"Animation, Comedy, Family"
s1161,Movie,Teen Beach 2,Jeffrey Hornaday,"Ross Lynch, Maia Mitchell, Grace Phipps, Garrett Clayton, John DeLuca, Chrissie Fit",United States,"November 12, 2019",2015,TV-G,106 min,"Fantasy, Musical"
s1162,Movie,Teen Beach Movie,Jeffrey Hornaday,"Ross Lynch, Maia Mitchell, Grace Phipps, Garrett Clayton, John DeLuca, Chrissie Fit",United States,"November 12, 2019",2013,TV-G,97 min,"Coming of Age, Fantasy, Musical"
s1163,Movie,Teen Spirit,Gil Junger,"Cassie Scerbo, Lindsey Shaw, Chris Zylka, Tim Gunn, Carissa Capobianco, Gabriela Lopez",United States,"November 12, 2019",2011,TV-14,82 min,"Buddy, Comedy, Coming of Age"
s1164,Movie,That Darn Cat,Bob Spiers,"Christina Ricci, Doug Doug, George Dzundza, Peter Boyle, Michael McKean, Bess Armstrong",United States,"November 12, 2019",1997,PG,90 min,"Animals & Nature, Comedy, Family"
s1165,Movie,That Darn Cat!,Robert Stevenson,"Hayley Mills, Dean Jones, Dorothy Provine, Roddy McDowall, Neville Brand, Elsa Lanchester",United States,"November 12, 2019",1965,G,116 min,"Animals & Nature, Comedy, Family"
s1166,Movie,The Absent-Minded Professor,Robert Stevenson,"Fred MacMurray, Nancy Olson, Keenan Wynn, Tommy Kirk, Leon Ames, Elliott Reid",United States,"November 12, 2019",1961,G,96 min,"Comedy, Family, Science Fiction"
s1167,Movie,The Adventures of André & Wally B.,Alvy Smith,,United States,"November 12, 2019",1984,TV-G,2 min,"Animation, Kids"
s1168,Movie,The Adventures of Bullwhip Griffin,James Neilson,"Roddy McDowall, Suzanne Pleshette, Karl Malden, Harry Guardino, Richard Haydn, Hermione Baddeley",United States,"November 12, 2019",1967,TV-PG,111 min,"Action-Adventure, Comedy, Family"
s1169,Movie,The Adventures of Huck Finn,Stephen Sommers,"Elijah Wood, Courtney Vance, Robbie Coltrane, Jason Robards, Ron Perlman, Dana Ivey",United States,"November 12, 2019",1993,PG,108 min,"Action-Adventure, Coming of Age, Drama"
s1170,Movie,The Adventures of Ichabod and Mr. Toad,"Jack Kinney, Clyde Geronimi, James Algar","Bing Crosby, Basil Rathbone, Eric Blore, Pat O'Malley, John Ployardt, Colin Campbell",United States,"November 12, 2019",1949,G,69 min,"Action-Adventure, Animation, Anthology"
s1171,TV Show,The Adventures of Spin and Marty,,"David Stollery, Tim Considine",United States,"November 12, 2019",1955,TV-G,1 Season,"Buddy, Coming of Age, Family"
s1172,Movie,The African Lion,James Algar,Winston Hibler,United States,"November 12, 2019",1955,G,72 min,"Animals & Nature, Documentary, Family"
s1173,Movie,The Apple Dumpling Gang,Norman Tokar,"Bill Bixby, Susan Clark, Don Knotts, Tim Conway, David Wayne, Slim Pickens",United States,"November 12, 2019",1975,G,100 min,"Comedy, Family, Western"
s1174,Movie,The Apple Dumpling Gang Rides Again,Vincent McEveety,"Tim Conway, Don Knotts, Tim Matheson, Kenneth Mars, Elyssa Davalos, Jack Elam",United States,"November 12, 2019",1979,G,89 min,"Comedy, Family, Western"
s1175,Movie,The Aristocats,Wolfgang Reitherman,"Phil Harris, Eva Gabor, Sterling Holloway, Scatman Crothers, Paul Winchell, Lord Tim Hudson",United States,"November 12, 2019",1970,G,81 min,"Action-Adventure, Animation, Comedy"
s1176,Movie,The Art of Skiing,Jack Kinney,John McLeish,United States,"November 12, 2019",1941,TV-G,8 min,"Animation, Comedy, Family"
s1177,TV Show,The Avengers: Earth's Mightiest Heroes,,"Eric Loomis, Bumper Robinson, Dawn Olivera, Phil LaMarr, Alex Desert, Kari Wuhrer",United States,"November 12, 2019",2010,TV-Y7,2 Seasons,"Action-Adventure, Animation, Kids"
s1178,TV Show,The Avengers: United They Stand,,"Martin Roach, Rod Wilson, Lenore Zann, Ron Rubin, Hamish McEwan, Lynda Ballantyne","France, Canada, United States","November 12, 2019",1999,TV-Y7,1 Season,"Action-Adventure, Animation, Kids"
s1179,Movie,The Band Concert,"Wilfred Jackson, Walt Disney",Clarence Nash,United States,"November 12, 2019",1935,TV-Y7,10 min,"Animation, Family, Kids"
s1180,Movie,The Bears and I,Bernard McEveety,"Patrick Wayne, Chief George, Andrew Duggan, Michael Ansara, Robert Pine, Val DeVargas",United States,"November 12, 2019",1974,TV-PG,83 min,"Animals & Nature, Drama, Family"
s1181,Movie,The Big Bad Wolf,Burt Gillett,,United States,"November 12, 2019",1934,TV-Y7,9 min,"Animation, Family, Musical"
s1182,Movie,The Biscuit Eater,Vincent McEveety,"Earl Holliman, Patricia Crowley, Lew Ayres, Godfrey Cambridge, Beah Richards, Clifton James",United States,"November 12, 2019",1972,G,93 min,"Animals & Nature, Drama, Family"
s1183,Movie,The Black Cauldron,"Ted Berman, Richard Rich","Grant Bardsley, Susan Sheridan, Freddie Jones, Nigel Hawthorne, Arthur Malet, John Byner","United States, United Kingdom","November 12, 2019",1985,PG,82 min,"Action-Adventure, Animation, Coming of Age"
s1184,Movie,The Black Hole,Gary Nelson,"Maximilian Schell, Anthony Perkins, Robert Forster, Joseph Bottoms, Yvette Mimieux, Ernest Borgnine",United States,"November 12, 2019",1979,PG,98 min,"Action-Adventure, Science Fiction, Thriller"
s1185,Movie,The Blue Umbrella,Saschka Unseld,Sarah Jaffe,United States,"November 12, 2019",2013,G,7 min,"Animation, Family, Kids"
s1186,TV Show,The Book of Once Upon a Time,,Kate Mulvany,,"November 12, 2019",2014,TV-Y,4 Seasons,"Animation, Anthology, Kids"
s1187,TV Show,The Book of Pooh,,"Jim Cummings, Paul Tiesler, Jeff Bennett, Peter Cullen, Stephanie d’Abruzzo, John Fiedler",United States,"November 12, 2019",2000,TV-Y,2 Seasons,"Comedy, Kids"
s1188,Movie,The Brave Little Toaster Goes to Mars,Robert Ramirez,"Deanna Oliver, Tim Stack, Roger Kabler, Thurl Ravenscroft, Eric Lloyd, Farrah Fawcett",United States,"November 12, 2019",1998,TV-G,73 min,"Action-Adventure, Animation, Kids"
s1189,Movie,The Castaway Cowboy,Vincent McEveety,"James Garner, Vera Miles, Robert Culp, Eric Shea, Elizabeth Smith, Manu Tupou",United States,"November 12, 2019",1974,G,91 min,"Action-Adventure, Family, Western"
s1190,Movie,The Cheetah Girls,Oz Scott,"Raven , Adrienne Bailon, Kiely Williams, Sabrina Bryan, Juan Chioran, Lori Alter","Canada, United States","November 12, 2019",2003,TV-G,94 min,"Coming of Age, Drama, Music"
s1191,Movie,The Cheetah Girls 2,Kenny Ortega,"Raven-Symoné , Adrienne Bailon, Sabrina Bryan, Kiely Williams, Belinda Peregrin, Lori Alter",United States,"November 12, 2019",2006,TV-G,98 min,"Coming of Age, Drama, Music"
s1192,Movie,The Cheetah Girls: One World,Paul Hoen,"Adrienne Bailon, Sabrina Bryan, Kiely Williams, Roshan Seth, Michael Steger, Kunal Sharma",United States,"November 12, 2019",2008,TV-G,85 min,"Comedy, Coming of Age, Music"
s1193,Movie,The Christmas Star,Alan Shapiro,"Edward Asner, René Auberjonois, Jim Metzler, Susan Tyrrell, Karen Landry, Alan North","Canada, United States","November 12, 2019",1986,TV-G,94 min,"Crime, Drama, Family"
s1194,Movie,The Chronicles of Narnia: Prince Caspian,Andrew Adamson,"Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Ben Barnes, Peter Dinklage","United States, Poland, Slovenia, Czech Republic, United Kingdom","November 12, 2019",2008,PG,154 min,"Action-Adventure, Family, Fantasy"
s1195,Movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Andrew Adamson,"Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Tilda Swinton, James McAvoy","United Kingdom, United States","November 12, 2019",2005,PG,147 min,"Action-Adventure, Family, Fantasy"
s1196,Movie,The Color of Friendship,Kevin Hooks,"Carl Lumbly, Penny Johnson, Shadia Simmons, Anthony Burnett, Travis Davis, Lindsey Haun","Canada, United States","November 12, 2019",2000,TV-G,83 min,"Biographical, Drama"
s1197,Movie,The Computer Wore Tennis Shoes,Robert Butler,"Kurt Russell, Cesar Romero, Joe Flynn, William Schallert, Alan Hewitt, Richard Bakalyan",United States,"November 12, 2019",1969,G,90 min,"Comedy, Crime, Science Fiction"
s1198,Movie,The Country Bears,Peter Hastings,"Christopher Walken, Stephen Tobolowsky, Daryl Mitchell, M.C. Gainey, Diedrich Bader, Alex Rocco",United States,"November 12, 2019",2002,G,91 min,"Comedy, Music"
s1199,Movie,The Emperor's New Groove,Mark Dindal,"David Spade, John Goodman, Eartha Kitt, Patrick Warburton, Wendie Malick, Eli Linnetz",United States,"November 12, 2019",2000,G,82 min,"Action-Adventure, Animation, Family"
s1200,Movie,The Even Stevens Movie,Sean McNamara,"Shia LaBeouf, Christy Romano, Tom Virtue, Nick Spano, Steven Lawrence, A.J. Trauth",United States,"November 12, 2019",2003,TV-G,94 min,"Action-Adventure, Comedy"
s1201,Movie,The Flood,Brad Bestelink,Angela Bassett,United States,"November 12, 2019",2018,TV-PG,93 min,"Animals & Nature, Documentary"
s1202,Movie,The Fox and the Hound,"Art Stevens, Ted Berman, Richard Rich","Mickey Rooney, Kurt Russell, Pearl Bailey, Jack Albertson, Sandy Duncan, Jeanette Nolan",United States,"November 12, 2019",1981,G,85 min,"Action-Adventure, Animation, Buddy"
s1203,Movie,The Fox and the Hound 2,Jim Kammerud,"Reba McEntire, Patrick Swayze, Jonah Bobo, Harrison Fahn, Jeff Foxworthy, Vicki Lawrence",United States,"November 12, 2019",2006,G,73 min,"Action-Adventure, Animation, Buddy"
s1204,Movie,The Game Plan,Andy Fickman,"Dwayne Johnson, Kyra Sedgwick, Morris Chestnut, Roselyn Sanchez, Madison Pettis, Gordon Clapp",United States,"November 12, 2019",2007,PG,112 min,"Comedy, Family, Sports"
s1205,Movie,The Ghosts of Buxley Hall,Bruce Bilson,"Dick O'Neill, Victor French, Louise Latham, Rad Daly, Monte Markham, Ruta Lee",United States,"November 12, 2019",1980,TV-PG,93 min,"Comedy, Family, Fantasy"
s1206,Movie,The Goddess of Spring,Wilfred Jackson,,United States,"November 12, 2019",1934,TV-Y7,10 min,"Animation, Family, Fantasy"
s1207,Movie,The Golden Touch,Walt Disney,,United States,"November 12, 2019",1935,TV-Y7,11 min,"Animation, Family, Fantasy"
s1208,Movie,The Good Dinosaur,Peter Sohn,"Jeffrey Wright, Frances McDormand, Maleah Padilla, Ryan Teeple, Jack McGraw, Marcus Scribner",United States,"November 12, 2019",2015,PG,94 min,"Action-Adventure, Animation, Buddy"
